,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,z_score_Sales,z_score_Profit
827,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4,0.0,10.7996,2017,8,0.3090565825118997,0.07622849867098384
828,CA-2017-126956,2017-08-21,2017-08-28,Standard Class,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872,2017,8,0.344291516540385,0.09036833678789366
829,CA-2017-129462,2017-06-16,2017-06-21,Second Class,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0.0,90.588,2017,6,0.11568803206098753,0.2643689713227513
830,CA-2017-129462,2017-06-16,2017-06-21,Second Class,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3,0.0,50.5848,2017,6,0.07893844779580916,0.0936049415683837
831,CA-2017-129462,2017-06-16,2017-06-21,Second Class,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,2,0.0,51.8346,2017,6,0.06077544901609822,0.09894003687043475
832,CA-2017-129462,2017-06-16,2017-06-21,Second Class,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,1,0.0,17.1574,2017,6,0.26292705822597306,0.04908858115507715
833,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.216,2,0.2,2.6412,2016,7,0.312304101021629,0.11105474408005193
834,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2,0.2,6.5164,2016,7,0.3307880008398507,0.09451244826111431
835,CA-2016-165316,2016-07-23,2016-07-27,Standard Class,Jennifer Braxton,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5,-111.4995,2016,7,0.05714766011065596,0.5982939122212093
836,US-2014-115987,2014-09-08,2014-09-13,Second Class,Lisa Hazard,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.184,4,0.8,-79.3352,2014,9,0.2866833621069272,0.4609922592977331
837,US-2017-156083,2017-11-04,2017-11-11,Standard Class,James Lanier,Home Office,United States,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4� x 11�",9.664,2,0.2,3.2616,2017,11,0.35330241770176807,0.10840640584562045
838,US-2016-137547,2016-03-07,2016-03-12,Standard Class,Ed Braxton,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.072,3,0.2,1.5804,2016,3,0.33499822246511235,0.11558304388515335
839,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0.0,16.3215,2015,11,0.27181601699272206,0.05265683700640094
840,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,4,0.0,3.3408,2015,11,0.3503244560643879,0.10806832011356536
841,CA-2015-100454,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,United States,New York City,New York,10035,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,0.2,9.3024,2015,11,0.07029337381832836,0.08261968500978271
842,CA-2016-161669,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7,2016,11,0.308735681473389,0.07238490784847883
843,CA-2016-161669,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,2016,11,0.3255252238082737,0.08490432495670039
844,CA-2016-161669,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0.0,3.2944,2016,11,0.3505811768951965,0.10826639054244612
845,CA-2016-161669,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,6.8714,2016,11,0.3453504899674706,0.0929970387298068
846,CA-2015-114300,2015-10-13,2015-10-17,Standard Class,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0.0,23.4416,2015,10,0.23447918116199115,0.022262844319464067
847,CA-2015-114300,2015-10-13,2015-10-17,Standard Class,Art Foster,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0.0,77.7438,2015,10,0.09319286926138089,0.20954017385227272
848,CA-2017-107503,2017-01-01,2017-01-06,Standard Class,Guy Armstrong,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.896,4,0.2,8.5568,2017,1,0.29035446998749065,0.08580247190145278
849,CA-2014-107755,2014-02-07,2014-02-12,Standard Class,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0.0,49.6048,2014,2,0.1837126368695835,0.08942155751012633
850,CA-2016-152534,2016-06-20,2016-06-25,Second Class,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0.0,1.3416,2016,6,0.36052910908903113,0.11660242359241035
851,CA-2016-152534,2016-06-20,2016-06-25,Second Class,Dave Poirier,Corporate,United States,Salinas,California,93905,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88,6,0.0,18.6624,2016,6,0.30642519399611123,0.04266409849418193
852,CA-2016-113747,2016-05-28,2016-06-04,Standard Class,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,0.0,50.1876,2016,5,0.07056293069067744,0.09190939039701654
853,CA-2016-123274,2016-02-19,2016-02-24,Standard Class,Greg Tran,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,2016,2,0.2974720550216601,0.059699009129775576
854,CA-2016-123274,2016-02-19,2016-02-24,Standard Class,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,2016,2,0.020990135596452172,0.08084729617203941
855,CA-2014-125612,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0.0,18.7812,2014,8,0.3046923283881529,0.04215696989609932
856,CA-2014-125612,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0.0,26.598,2014,8,0.20466747468433838,0.008788932644480923
857,CA-2014-125612,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0.0,5.7672,2014,8,0.3345361249696568,0.09771060268605963
858,CA-2017-161984,2017-04-10,2017-04-15,Standard Class,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767,2017,4,0.3565980713672739,0.10706131980811343
859,CA-2017-161984,2017-04-10,2017-04-15,Standard Class,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58,2017,4,0.35732009870392323,0.10704723290261113
860,CA-2014-133851,2014-06-09,2014-06-16,Standard Class,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0.0,0.1472,2014,6,0.3569991976654124,0.12170102963239256
861,CA-2014-133851,2014-06-09,2014-06-16,Standard Class,Chuck Magee,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,0.0,10.626,2014,6,0.3317442859346129,0.07696955527558944
862,CA-2016-134474,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,Logitech�MX Performance Wireless Mouse,191.472,6,0.2,40.6878,2016,1,0.06159053765391561,0.05135703133922762
863,CA-2016-134474,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904,2016,1,0.3603879126320864,0.1198091155358419
864,CA-2016-134474,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",59.184,2,0.2,5.1786,2016,1,0.2738473205664954,0.10022319437655991
865,CA-2014-149020,2014-01-10,2014-01-15,Standard Class,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0.0,1.3583,2014,1,0.36417133587612865,0.11653113531305025
866,CA-2014-149020,2014-01-10,2014-01-15,Standard Class,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0.0,21.2954,2014,1,0.28547035618135636,0.031424455407047656
867,CA-2016-134362,2016-09-29,2016-10-02,First Class,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792,2016,9,0.34323896113406954,0.10022063312101402
868,CA-2014-136742,2014-04-06,2014-04-10,Standard Class,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.928,2014,4,0.2967500276850108,0.27569737307978587
869,CA-2016-158099,2016-09-03,2016-09-05,First Class,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98,2016,9,1.4626861862619722,3.3707697998222406
870,CA-2016-158099,2016-09-03,2016-09-05,First Class,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782,3,0.4,-46.797,2016,9,0.08170782109307953,0.32209451729325433
871,CA-2015-131128,2015-10-19,2015-10-20,First Class,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0.0,17.22,2015,10,0.3135491970510509,0.04882135682645786
872,CA-2014-148488,2014-12-10,2014-12-15,Standard Class,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0.0,5.2256,2014,12,0.3505811768951965,0.10002256269213328
873,CA-2014-148488,2014-12-10,2014-12-15,Standard Class,Sally Matthias,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.344,7,0.2,37.2204,2014,12,0.1981788556856501,0.03655553553963421
874,CA-2017-114636,2017-08-25,2017-08-29,Standard Class,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,192.16,5,0.2,67.256,2017,8,0.0604866380814385,0.16477028066228153
875,CA-2016-116736,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0.0,64.518,2016,1,0.14878897418337597,0.15308241785461968
876,CA-2016-116736,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,0.0,13.1956,2016,1,0.320689245157916,0.06600055152446893
877,CA-2016-116736,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,2016,1,0.22801944059169116,0.16348367662640523
878,US-2014-158638,2014-09-17,2014-09-21,Standard Class,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.892,4,0.7,-4.1244,2014,9,0.35935461128808166,0.13993546161530288
879,CA-2017-111689,2017-11-30,2017-12-02,Second Class,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.472,3,0.2,23.1093,2017,11,0.2589446763380541,0.023681353015952755
880,CA-2017-111689,2017-11-30,2017-12-02,Second Class,Harold Pawlan,Home Office,United States,New York City,New York,10024,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39,2017,11,1.6254311479427215,0.997750346809209
881,CA-2015-129098,2015-10-09,2015-10-13,Standard Class,Dave Kipp,Consumer,United States,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,2,0.0,8.3268,2015,10,0.31932541574424517,0.08678428652737034
882,US-2017-123463,2017-12-23,2017-12-23,Same Day,Gary Zandusky,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,4,0.0,5.9312,2017,12,0.34717962588698215,0.09701052617018799
883,CA-2016-165148,2016-10-22,2016-10-24,First Class,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0.0,10.048,2016,10,0.3184268928364149,0.07943689811811262
884,CA-2014-134061,2014-04-29,2014-05-04,Standard Class,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0.0,5.9364,2014,4,0.3407936952206173,0.09698832862212377
885,CA-2015-143602,2015-04-25,2015-04-28,Second Class,Jill Stevenson,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944,3,0.2,4.5318,2015,4,0.3464351354776371,0.10298422785500976
886,CA-2017-115364,2017-06-26,2017-07-02,Standard Class,Olvera Toch,Consumer,United States,San Diego,California,92105,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,12,0.0,1.6752,2017,6,0.234415000954289,0.1151783655089056
887,CA-2017-150707,2017-10-14,2017-10-19,Standard Class,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,7,0.0,18.4534,2017,10,0.30838269033102705,0.04355626917599397
888,CA-2014-104976,2014-12-09,2014-12-16,Standard Class,Cyma Kinney,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68,6,0.0,16.9932,2014,12,0.3131641158048379,0.0497895114227974
889,CA-2017-132934,2017-06-20,2017-06-26,Standard Class,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,0.0,14.995,2017,6,0.12821280225914164,0.05831934614239928
890,CA-2017-132934,2017-06-20,2017-06-26,Standard Class,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006,2017,6,0.28647798544228026,0.042927907815406736
891,CA-2017-133256,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,0.0,2.043,2017,6,0.36152390230841464,0.11360831585928617
892,CA-2017-133256,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,4,0.0,5.4128,2017,6,0.34326463321715045,0.09922345096182125
893,CA-2017-133256,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0.0,135.98,2017,6,0.5039141084513464,0.45813649088644254
894,CA-2016-105494,2016-11-10,2016-11-12,First Class,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0.0,42.0714,2016,11,0.11879435677884982,0.05726328662800807
895,CA-2016-105494,2016-11-10,2016-11-12,First Class,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008,3,0.2,24.5028,2016,11,0.2564801563622912,0.017732837010665397
896,CA-2016-140634,2016-10-03,2016-10-06,Second Class,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2,0.2,5.0856,2016,10,0.3437010586295251,0.10062018898617005
897,CA-2014-144407,2014-09-09,2014-09-15,Standard Class,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,0.0,51.8,2014,9,0.20258161793401822,0.09879233780062278
898,CA-2017-160983,2017-10-29,2017-10-31,Second Class,George Bell,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,8,0.0,22.5408,2017,10,0.29346079204027514,0.02610814264566633
899,US-2016-114622,2016-04-10,2016-04-12,First Class,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904,2,0.7,-6.5296,2016,4,0.35452184164810907,0.15020268134685447
900,CA-2017-150959,2017-11-11,2017-11-13,First Class,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5,0.2,3.393,2017,11,0.35205732167234616,0.10784549088107451
901,CA-2017-150959,2017-11-11,2017-11-13,First Class,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336,4,0.8,-32.088,2017,11,0.33938814867194,0.25930533758620605
902,CA-2017-132353,2017-09-15,2017-09-17,First Class,Dave Brooks,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976,3,0.2,20.2485,2017,9,0.1510128183802558,0.035893419458669716
903,CA-2016-130477,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,3,0.0,9.6192,2016,4,0.33665407182382806,0.08126734208156239
904,CA-2016-130477,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2.5984,2016,4,0.2645796985743037,0.11123744697565746
905,CA-2016-130477,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2,0.0,6.2208,2016,4,0.34801396858711015,0.09577429349338051
906,CA-2017-143259,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136,4,0.2,12.1176,2017,12,0.1496650340185105,0.07060227398855203
907,CA-2017-143259,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93,7,0.0,2.7279,2017,12,0.222910698723677,0.11068464265367346
908,CA-2017-143259,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776,3,0.2,19.791,2017,12,0.2841289898403812,0.037846376812397
909,CA-2017-137596,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0.0,323.946,2017,9,1.556276974143645,1.260518090778688
910,CA-2017-137596,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell�iVDR EX 500GB Cartridge,1928.78,7,0.0,829.3754,2017,9,2.7259291694116397,3.4180745137731527
911,CA-2017-137596,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0.0,81.0474,2017,9,0.1965871838695588,0.2236424468878431
912,CA-2015-133627,2015-05-31,2015-06-07,Standard Class,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,0.0,9.102,2015,5,0.33318834060791147,0.0834751443621039
913,CA-2017-102519,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,0.0,19.2454,2017,11,0.2934928821441262,0.04017541185544313
914,CA-2017-102519,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0.0,56.0547,2017,11,0.13819282455682735,0.11695462775232435
915,US-2014-141215,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,2,0.3,-18.5562,2014,6,0.20848940605300192,0.20154134126015832
916,US-2014-141215,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996,2014,6,0.9114969354846765,0.36563159281383256
917,US-2014-141215,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,3,0.8,-14.5656,2014,6,0.3550609553928072,0.18450643062456468
918,CA-2016-165218,2016-03-05,2016-03-11,Standard Class,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3,0.2,50.4063,2016,3,0.1291722963642889,0.09284296804348682
919,CA-2016-165218,2016-03-05,2016-03-11,Standard Class,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,1,0.2,-0.812,2016,3,0.34796262442094844,0.12579562349839302
920,CA-2014-138296,2014-12-05,2014-12-12,Standard Class,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,6.8768,2014,12,0.3294017083534841,0.09297398742989396
921,CA-2015-111164,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,3,0.0,34.9074,2015,4,0.23220078378856454,0.026681895410298268
922,CA-2015-111164,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,1,0.0,10.5552,2015,4,0.3335252866983478,0.07727178343000231
923,CA-2015-111164,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5,0.0,113.848,2015,4,0.28358345540983515,0.36366031131771653
924,CA-2016-149797,2016-09-15,2016-09-20,Standard Class,Adam Hart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,2,0.2,294.5488,2016,9,0.981491870004651,1.1350285215568483
